138133.42,0.1135
138125.52,0.1135
138115.5,0.1135
138113.27,0.1135
138146.31,0.1135
138097.55,0.1135
138116.06,0.1135
138137.12,0.098
138090.66,0.1135
138129.9,0.1135
138085.47,0.1135
138131.17,0.1028
138081.64,0.1135
138144.25,0.1135
138129.4,0.1135
138080.05,0.1135
138101.9,0.1135
138097.48,0.1135
138129.17,0.1028
138132.22,0.1009
138090.03,0.1135
138113.75,0.1135
138124.02,0.1135
138106.88,0.1135
138090.73,0.1135
138134.16,0.1135
138138.47,0.1028
138111.08,0.1135
138094.7,0.1135
138094.44,0.1135
138125.0,0.1135
138123.61,0.1135
138136.17,0.0974
138099.69,0.1135
138150.11,0.1135
138129.12,0.1135
138123.0,0.1135
138107.47,0.1135
138083.84,0.1135
138101.44,0.1135
138084.12,0.1135
138157.84,0.1135
138117.84,0.1135
138109.78,0.1135
138125.72,0.1135
138114.12,0.1135
138110.31,0.1135
138143.8,0.1028
138104.23,0.1135
138107.9,0.1135
138093.9,0.1135
138087.05,0.1135
138108.1,0.1135
138094.67,0.1135
138103.42,0.1135
138136.89,0.0982
138170.6,0.1135
138100.6,0.1135
138100.95,0.1028
138116.08,0.1135
138148.11,0.0982
138092.9,0.1028
138167.94,0.1009
138110.6,0.1135
138088.47,0.1135
138094.05,0.1135
138106.12,0.1135
138110.58,0.1135
138101.67,0.1135
138098.61,0.1135
138106.83,0.1135
138091.83,0.1135
138108.16,0.1135
138087.77,0.1135
138138.08,0.098
138080.94,0.1135
138094.3,0.1135
138113.64,0.1135
138128.03,0.1135
138110.88,0.1135
138096.83,0.1135
138081.94,0.1135
138111.47,0.1135
138097.38,0.1135
138124.23,0.1135
138116.34,0.1135
138103.61,0.1135
138089.34,0.1028
138103.73,0.1135
138087.86,0.1135
138125.94,0.1135
138114.53,0.1135
138087.47,0.1135
138094.47,0.1135
138101.25,0.1135
138090.2,0.1135
138084.94,0.1135
138101.6,0.1135
138113.36,0.1135
138089.95,0.1135
138105.14,0.1135
138084.06,0.1135
138080.0,0.1135
138115.02,0.1135
138107.66,0.1028
138086.73,0.1135
138091.08,0.1135
138112.27,0.1135
138107.97,0.1028
138092.9,0.1135
138100.19,0.1135
138092.72,0.1135
138089.64,0.1135
138089.33,0.1135
138079.38,0.1135
138092.7,0.1135
138089.62,0.1135
138091.1,0.1135
138076.12,0.1135
138095.05,0.1135
138097.75,0.1135
138075.5,0.1135
138106.22,0.1028
138087.69,0.1135
138085.06,0.1135
138090.8,0.1135
138127.31,0.1135
138109.0,0.1135
138098.17,0.1135
138125.69,0.1135
138079.95,0.1135
138090.78,0.1135
138086.2,0.1135
138082.67,0.1135
138082.73,0.1135
138076.31,0.1135
138079.19,0.1135
138079.48,0.1135
138076.39,0.1135
138089.56,0.1135
138090.05,0.1135
138089.78,0.1135
138087.16,0.1135
138094.47,0.1135
138098.38,0.1135
138078.55,0.1135
138085.0,0.1135
