138125.7,0.1135
138160.78,0.1135
138149.02,0.1028
138109.7,0.1028
138130.88,0.1135
138157.11,0.1135
138136.75,0.1135
138131.9,0.1135
138155.86,0.1135
138118.52,0.1135
138138.77,0.1135
138164.9,0.1135
138108.88,0.1135
138122.78,0.1135
138118.66,0.1135
138101.1,0.1135
138101.42,0.1135
138087.38,0.1135
138102.6,0.1028
138129.14,0.1135
138116.9,0.1135
138093.81,0.1135
138118.22,0.1028
138110.4,0.1135
138109.62,0.1135
138151.08,0.1135
138102.19,0.1135
138125.55,0.1135
138105.23,0.1135
138150.83,0.1135
138106.05,0.1135
138097.12,0.1135
138174.12,0.1135
138128.27,0.0982
138111.47,0.1135
138100.06,0.1135
138137.9,0.1135
138147.42,0.1135
138167.94,0.1135
138091.25,0.1135
138114.97,0.1135
138159.44,0.1135
138218.83,0.1009
138132.31,0.101
138124.23,0.1135
138119.39,0.1135
138156.89,0.1135
138108.33,0.101
138108.28,0.1135
138112.95,0.1135
138141.97,0.1135
138104.0,0.1135
138118.11,0.1028
138091.89,0.1135
138147.28,0.1135
138115.45,0.1135
138143.14,0.1135
138140.22,0.1028
138124.73,0.101
138161.61,0.101
138112.45,0.1135
138096.23,0.1135
138165.73,0.101
138124.02,0.1135
138088.67,0.1135
138145.55,0.1032
138130.97,0.1135
138132.3,0.1135
138102.02,0.1135
138113.56,0.1135
138139.11,0.1135
138099.36,0.1135
138118.72,0.1135
138119.56,0.1135
138108.97,0.1135
138106.11,0.1135
138114.02,0.1135
138140.98,0.1135
138109.94,0.1135
138142.03,0.1135
138127.3,0.1032
138136.1,0.1135
138163.27,0.1135
138109.52,0.1135
138126.58,0.1135
138122.27,0.101
138099.23,0.1135
138218.39,0.101
138094.97,0.1135
138114.34,0.1135
138083.44,0.1135
138092.62,0.1135
138146.17,0.1135
138094.52,0.1028
138086.53,0.1135
138088.17,0.1135
138090.05,0.1135
138095.27,0.1135
138108.6,0.1135
138181.1,0.1009
138110.39,0.1135
138122.38,0.1028
138115.2,0.1135
138136.52,0.1135
138093.08,0.1135
138124.69,0.1135
138104.58,0.1135
138109.06,0.1135
138158.19,0.101
138096.7,0.1135
138091.62,0.1135
138137.47,0.1135
138107.19,0.1135
138114.34,0.1135
138100.27,0.1135
138159.75,0.1028
138117.89,0.1028
138118.4,0.1028
