2297.4663,0.104
2299.2734,0.124
2301.0227,0.118
2298.8528,0.108
2302.562,0.121
2298.6082,0.126
2302.0447,0.123
2300.4165,0.124
2300.6807,0.12
2300.7485,0.124
2301.145,0.116
2299.3354,0.124
2301.4482,0.112
2299.4634,0.113
2300.4941,0.117
2300.3713,0.128
2298.3403,0.125
2298.2686,0.13
2299.1294,0.127
2298.2136,0.125
2114.1978,0.301
366.07996,0.872
146.99438,0.943
107.87767,0.964
93.35521,0.962
77.53148,0.969
79.42601,0.98
62.98304,0.982
56.509575,0.983
50.91374,0.983
59.243416,0.981
48.046646,0.984
52.34472,0.979
47.537277,0.987
36.723045,0.987
50.023834,0.982
36.88145,0.988
49.72428,0.984
49.042564,0.985
40.43254,0.986
34.300236,0.987
39.209812,0.986
45.00381,0.987
31.276289,0.985
31.275166,0.988
42.405624,0.987
40.12803,0.987
32.79152,0.987
44.795494,0.992
37.983482,0.988
