2299.4792,0.122
2299.8113,0.117
2301.2236,0.124
2299.0164,0.127
2299.6777,0.116
2300.289,0.113
2301.5657,0.11
2302.0884,0.121
2297.6191,0.121
2296.3777,0.119
2293.2812,0.125
1955.1497,0.391
353.29596,0.866
146.65419,0.954
91.09099,0.964
76.04886,0.967
64.39755,0.978
77.69112,0.977
54.017593,0.982
48.48742,0.982
44.457687,0.985
41.90679,0.983
52.516937,0.983
40.80706,0.977
44.067177,0.983
46.397514,0.99
47.509296,0.984
40.205463,0.984
37.851578,0.986
37.11713,0.991
30.852953,0.988
31.575771,0.991
35.9089,0.992
31.45658,0.988
38.05888,0.987
33.15577,0.984
32.394096,0.99
39.174328,0.986
24.813038,0.988
33.877304,0.992
27.067997,0.986
36.230267,0.992
39.678574,0.992
36.49175,0.99
22.933325,0.986
35.3011,0.99
nan,0.085
nan,0.085
nan,0.085
nan,0.085
